name,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
231,588013383810875423,159.41505268,50.25159289,2830,41,5,313,STAR,19.376806,18.895119,18.669233,18.552694,18.491743
232,587739114707222607,140.16785312,28.10466076,4508,40,3,186,STAR,19.084328,18.858749,18.811495,18.656631,18.714287
233,587728879795241081,135.42262903,2.92949922,2125,40,3,111,STAR,18.849852,18.629211,18.290789,18.370296,18.397476
234,588010359073931425,151.78645275,4.15070305,2126,41,3,218,STAR,20.334826,20.338531,19.915812,19.988657,20.071226
235,587731872853524511,128.66714576,40.4171921,2822,40,2,156,STAR,19.138504,18.97154,18.840755,18.660475,18.494429
236,588013384356659243,192.17890568,53.24710182,2830,41,6,449,STAR,19.116442,18.883879,18.68125,18.401842,18.419008
237,587744728761565416,139.23327031,16.45973596,5815,40,4,113,STAR,19.844839,19.504238,19.319593,18.964872,18.857292
238,587729408622330389,260.4247977,28.6391703,2248,40,4,252,STAR,20.562439,20.344969,20.245554,20.026041,20.049482
239,587732701789028427,153.10287964,5.92797531,3015,40,2,260,STAR,19.184628,18.921337,18.844042,18.605974,18.604055
240,587732050556223644,141.78173239,49.86752904,2863,40,5,132,STAR,19.153191,19.04224,18.89118,18.49229,18.394667
241,587725981764878471,131.6043756,56.43739133,1450,40,5,93,STAR,19.977211,19.62224,19.328577,19.314688,19.09008
242,587742865282498622,170.76385113,17.75500741,5381,40,5,111,STAR,19.857939,19.517416,19.18298,18.891615,18.73213
243,588009368549916872,147.5585635,58.02682109,1895,41,6,261,STAR,22.984619,19.156164,17.645796,17.631916,17.66172
244,587741392111992890,150.19539959,28.16518442,5038,40,5,161,STAR,19.579388,19.41692,19.161758,19.109896,19.145601
245,587732580978196524,152.97077542,54.70178727,2987,40,1,33,GALAXY,18.250126,18.146099,17.894939,17.633478,17.514078
246,587735347485736966,148.21855032,11.37244163,3631,40,2,212,STAR,19.296923,19.149721,19.120111,18.901787,18.916538
247,587731512073846808,30.0263068,-0.61938808,2738,40,2,119,STAR,19.347782,18.636602,18.174175,18.123852,17.986969
248,587729229293355189,220.7071127,64.20817542,2206,40,6,37,STAR,19.730082,19.646935,19.607904,19.421169,19.322668
249,588011123585908844,224.58849066,55.8987987,2304,41,3,337,STAR,19.198875,19.368704,19.37348,19.015446,18.742388
250,587731869099360298,188.5409944,54.82407122,2821,40,3,216,STAR,18.926374,18.77117,18.798225,18.570774,18.602396
251,587741708345147399,172.67167972,26.38960371,5112,40,2,408,STAR,19.199909,18.799644,18.752316,18.495899,18.422802
252,588848898844000261,191.51874209,-0.94778963,756,44,1,506,STAR,18.938908,18.863493,18.850191,18.563126,18.577068
253,587728669340663985,119.19556716,38.11869748,2076,40,3,93,STAR,19.637354,19.457067,19.162539,19.134733,19.113903
254,587742012729131055,141.96408903,15.96199458,5183,40,1,75,STAR,19.29834,19.104132,19.016687,18.998295,18.943878
255,587739647818203175,165.57913622,31.29955113,4632,40,4,158,STAR,18.939745,18.579758,18.480213,18.37513,18.196972
256,587734949129486347,154.05209687,10.8428548,3538,40,4,242,STAR,18.937943,18.451399,18.165646,17.933706,18.023914
257,588017947203469350,181.63781031,41.42669549,3893,41,1,158,STAR,18.092398,17.550116,17.341177,17.101156,17.143785
258,587742060529385645,168.52074946,21.00695826,5194,40,2,361,STAR,23.747452,20.58629,20.146452,19.913357,19.967653
259,587742644626063543,239.73061918,12.93203048,5330,40,2,73,GALAXY,18.051266,18.032969,17.824837,17.792572,17.320284
260,587738948824662062,165.19379512,39.44836816,4469,40,6,347,STAR,19.355976,18.867201,18.812412,18.674139,18.668821
261,588015508749746288,39.447393,-0.40313414,3325,41,3,371,STAR,18.882441,18.779436,18.457373,18.379707,18.361254
262,587741390499741849,146.56255199,25.81169371,5038,40,2,136,STAR,21.088799,19.823057,18.949978,18.704081,18.538832
263,587742061088342137,222.23616057,17.85188536,5194,40,3,698,STAR,18.646051,18.378887,18.060572,17.963243,17.993795
264,587736976882860118,231.47265247,28.49729042,4010,40,5,119,STAR,19.26273,19.023762,18.87903,18.881021,18.819855
265,587741532792488045,189.15703806,29.86191299,5071,40,3,471,STAR,20.171837,20.034454,19.983603,19.64176,19.693695
266,588010136802295870,133.86297329,51.15257785,2074,41,5,110,STAR,19.172842,18.782116,18.707893,18.731741,18.610113
267,587724241771823256,60.66521417,-5.37284158,1045,40,4,178,STAR,20.297979,20.093609,20.088013,19.836733,19.750977
268,587722982829916389,216.76123526,-0.22915371,752,40,3,489,STAR,20.598917,20.054508,19.931297,20.100241,19.591816
269,587731868018540702,161.77274825,51.73521401,2821,40,1,108,STAR,20.506227,19.370609,19.131378,18.764214,18.519497
270,587739407333720165,224.08726321,28.67061384,4576,40,4,672,STAR,18.863121,18.648174,18.474224,18.149044,18.058798
271,587735343187165233,139.99019343,8.46962316,3630,40,2,157,STAR,18.944738,18.695415,18.648409,18.434855,18.456558
272,587739827133415550,227.87367912,20.06208201,4674,40,2,163,STAR,19.099264,18.45241,18.201443,18.117449,18.016354
273,587726016689995797,203.89040491,3.43634178,1458,40,6,528,STAR,18.73398,18.675142,18.736534,18.541384,18.518698
274,588017113977651279,206.96966214,44.20973211,3699,41,1,125,STAR,19.452456,19.317076,19.271616,19.080055,19.22592
275,587731185136173197,13.69931776,-0.95741679,2662,40,1,374,STAR,19.763109,19.636282,19.629553,19.385662,19.258795
276,588010359075766280,155.96226761,4.26167526,2126,41,3,246,STAR,19.490061,19.415806,19.407669,19.179625,19.163492
277,588017625612288141,165.44945687,42.59642491,3818,41,2,74,STAR,19.431633,19.330715,19.243233,19.121496,18.839619
278,587741533863608353,182.28624428,30.70801515,5071,40,5,431,STAR,19.338387,19.205132,19.137781,18.865007,18.965918
279,587739407851192434,171.83528502,34.77618859,4576,40,5,376,STAR,20.38616,19.809765,19.21656,19.102642,18.965271
280,587739647276155045,152.53523136,28.15509492,4632,40,3,79,STAR,22.718348,19.73744,19.511126,19.374109,19.334959
281,587734690884354148,129.29695508,5.52907175,3478,40,3,86,STAR,19.643806,19.161362,19.028339,18.956373,18.76442
282,587729386619732045,200.64638399,58.69021082,2243,40,3,391,STAR,20.244377,18.794769,18.584965,18.586073,18.650883
283,588017947754430593,222.3920505,35.42237532,3893,41,2,373,STAR,19.097904,19.022108,18.937531,18.597687,18.398907
284,587739408381509645,154.1759167,31.90076309,4576,40,6,276,STAR,18.702757,18.6085,18.267361,18.195251,18.189173
285,587742062701445222,228.33505868,17.73104764,5194,40,6,736,STAR,19.079725,18.836311,18.85227,18.802404,18.925434
286,587731499188813834,166.56623059,55.45236688,2735,40,2,117,STAR,18.475288,18.402294,18.305984,18.410429,18.496044
287,587722984426176616,183.96048393,1.01324423,752,40,6,270,STAR,20.186701,19.842581,19.749794,19.496775,19.687387
288,587736752471605449,247.76597326,28.05873963,3958,40,3,131,STAR,20.06649,19.580727,19.450142,19.380157,19.363106
289,587727943489749173,133.32538727,1.34307464,1907,40,3,71,STAR,19.397539,19.329317,19.142202,18.860029,18.802622
290,588007005253402700,199.07295639,64.68234126,1345,41,4,402,STAR,19.949793,19.933525,19.859735,19.50445,19.362185
291,587741709413318757,158.52668279,25.40873406,5112,40,4,323,STAR,21.836067,20.026859,20.048706,20.12743,19.887581
292,587732703411372225,180.01809423,8.16383992,3015,40,5,439,STAR,25.197241,22.463322,20.149712,19.890945,19.735691
293,587724233715941431,20.7478803,15.19646922,1043,40,5,135,STAR,18.712322,18.646751,18.313738,18.276785,18.342304
294,588007004179136600,195.95761412,63.97440509,1345,41,2,394,STAR,20.238689,20.002016,19.997978,19.910118,19.759901
295,587732153643892783,148.09877044,44.19310722,2887,40,5,261,STAR,18.292667,17.961502,18.019342,17.873173,18.041178
296,587741490361335865,142.18557001,23.0821604,5061,40,4,191,STAR,19.073307,18.885021,18.865147,18.602783,18.610035
297,587736942520828135,221.01925382,34.95980724,4002,40,5,84,STAR,24.474434,20.562389,20.004009,19.763985,19.565247
298,588018090013819179,253.29007788,21.64888417,3926,41,3,199,STAR,18.905903,18.695322,18.487909,18.335594,18.426329
299,587731187273760940,351.07554941,0.73347266,2662,40,5,223,STAR,21.051022,20.477535,20.237158,20.064238,19.774363
300,587726015073943556,191.39123309,2.30192528,1458,40,3,445,STAR,18.060764,17.801971,17.737194,17.645927,17.654963
301,587730847966888246,326.1412806,0.50783337,2583,40,5,155,STAR,20.343874,20.201477,19.998446,19.778637,19.753492
302,587733399189717316,256.80528724,24.9639466,3177,40,5,342,STAR,20.589727,20.340796,20.368378,19.886196,20.039322
303,588015510352625707,21.73311147,0.87569023,3325,41,6,253,STAR,19.576283,19.569223,19.348679,19.262293,19.247864
304,588297863644905604,142.60949747,38.19756387,3530,42,2,173,STAR,19.481794,18.884386,18.81085,18.78936,18.546272
305,587734948590649446,149.66929214,9.90266824,3538,40,3,212,STAR,19.65867,19.217083,18.962938,18.967369,19.02557
306,587735665305059336,209.0109253,54.59093897,3705,40,2,86,STAR,19.64373,19.088175,18.994022,19.004074,18.79941
307,587729228225577056,239.7290295,54.47670902,2206,40,4,128,STAR,19.288534,19.325665,19.041006,19.194122,19.23395
308,587733398103261304,230.38098379,44.70490332,3177,40,3,148,STAR,20.087048,19.681604,19.615911,19.712967,19.504343
309,588015509288321160,43.32820575,0.07055515,3325,41,4,397,STAR,20.142481,19.997528,19.889355,19.586493,19.754705
310,587736542560911420,228.45345149,7.36957656,3909,40,4,220,STAR,19.211384,19.104498,18.959633,18.999567,19.042881
311,587724649254486082,174.17141743,-2.47521186,1140,40,3,142,STAR,19.539692,19.190029,18.964737,19.008898,18.944456
312,587742060547080304,211.69476432,19.54195066,5194,40,2,631,STAR,20.122381,19.567406,19.310431,18.982485,18.777029
313,587731681731215429,137.435547,45.26211692,2777,40,6,213,STAR,19.57793,19.108141,18.973198,18.573553,18.570526
314,588018057264627872,227.79760124,44.97476626,3918,41,6,198,STAR,20.045048,19.493917,19.348389,19.128073,19.222538
315,587739827125354637,208.58232617,24.79521924,4674,40,2,40,STAR,19.292679,19.328213,19.070768,19.13055,19.157106
316,587742190974599297,174.03556836,25.05613711,5224,40,5,141,STAR,24.198341,19.820087,18.970655,18.817099,18.723421
317,587732703395840170,144.27846167,6.5170293,3015,40,5,202,STAR,20.114782,19.909048,19.779587,19.555389,19.351395
318,587725980152430789,128.69763289,52.39380915,1450,40,2,65,STAR,19.612755,19.708776,19.129044,19.131214,19.09304
320,588017704013266996,201.10741724,12.40411263,3836,41,4,346,STAR,19.559519,19.343655,19.338343,19.091642,19.019257
321,587738573533020258,198.12301072,39.20320447,4382,40,3,59,STAR,19.429693,19.280308,18.971079,18.954962,19.035666
322,587733409909047398,212.86699584,50.56950841,3180,40,1,66,STAR,20.457277,19.927765,20.003265,19.838871,19.701929
323,587741533315792904,153.97329673,26.56222847,5071,40,4,264,STAR,18.574938,18.429281,18.379971,18.155943,18.133841
324,587736808302641305,210.12630033,13.3229367,3971,40,3,77,STAR,19.541889,19.172935,18.954142,18.694733,18.772903
325,587726877272178818,334.07694869,-9.48680885,1659,40,1,194,STAR,19.604155,19.469809,18.825359,18.813673,18.738964
326,588017109678751871,163.00566795,44.23884472,3698,41,1,65,STAR,20.458286,19.716593,19.077011,18.439186,18.144285
327,588015508726218948,345.6872807,-0.40949178,3325,41,3,12,STAR,20.834339,20.261965,19.932413,19.821592,19.411257
328,587724232639512715,14.40714026,14.71650725,1043,40,3,94,GALAXY,18.836439,18.597126,18.141174,17.765831,17.647614
329,587741533848797219,144.48860178,24.53921452,5071,40,5,205,STAR,18.952204,18.871773,18.880627,18.606298,18.638409
330,587736525373309158,215.17026708,6.84986892,3905,40,4,102,GALAXY,20.316088,18.774532,17.440928,16.902245,16.564941
331,588848900999086111,208.8992185,0.70365263,756,44,5,622,STAR,19.180847,18.785465,18.625778,18.332384,18.389824
332,587739607554654313,187.52960034,31.3736162,4623,40,1,185,STAR,20.746754,20.581163,20.186216,20.407555,20.453781
333,588017977283379360,187.71573226,38.82890215,3900,41,1,389,STAR,25.463438,20.884079,20.108278,19.996777,20.011574
334,587739407299707000,134.9898078,24.41208296,4576,40,4,153,STAR,22.275738,19.531179,19.082163,19.024582,18.903112
335,587735663154167926,135.53840992,31.81473879,3704,40,6,34,STAR,20.537689,20.292463,20.302423,20.242823,19.993753
336,587729158438846587,215.93719497,3.7448995,2190,40,2,227,STAR,19.185163,18.991316,18.835987,18.935936,18.397156
337,587726032772923531,151.39353025,2.17114028,1462,40,4,174,STAR,20.191248,19.81015,19.769003,19.550714,19.636103
338,588848899379953715,189.49008199,-0.47460414,756,44,2,492,STAR,19.15204,19.000137,18.979782,18.715094,18.688635
339,588016891714273289,160.59129119,39.74629024,3647,41,3,143,STAR,18.848923,18.611641,18.536167,18.385735,18.300095
340,587742061588250797,133.46958134,14.50436313,5194,40,4,134,STAR,19.586226,19.135983,19.13887,18.870087,18.83054
341,587732483298623534,223.92881578,42.83263285,2964,40,3,505,STAR,17.725601,17.433962,17.463991,17.353065,17.474487
342,587735346965971070,188.32575539,13.79014337,3631,40,1,473,STAR,22.007599,20.649956,20.039146,19.577723,19.208128
343,587739706875904171,222.51994149,24.11632104,4646,40,2,187,STAR,25.097656,21.592316,20.236834,20.106302,19.965595
344,587733398652256881,255.39253559,25.81057165,3177,40,4,333,STAR,20.657686,20.299885,20.288202,20.018375,19.972427
345,588017978358038569,190.49798919,39.52769806,3900,41,3,403,STAR,18.699984,18.491087,18.455893,18.428385,18.338633
346,587731870168514578,170.12648616,54.74129051,2821,40,5,146,STAR,18.848301,18.566,18.520208,18.561035,18.424562
347,587742594158624771,209.10115972,16.27379217,5318,40,4,49,STAR,18.805241,18.622726,18.362373,18.33898,18.344427
348,588007004159082620,121.37624138,42.80683571,1345,41,2,88,STAR,20.479836,19.921989,19.917591,19.859253,19.573046
349,587739646745968648,169.67846793,31.0548385,4632,40,2,181,STAR,17.806721,17.691288,17.428619,17.380352,17.104006
350,587732771054747774,180.72565549,9.67066368,3031,40,3,403,STAR,19.010044,18.737913,18.716713,18.828558,18.683292
351,587736977419141180,230.2420608,29.36409119,4010,40,6,110,STAR,18.505529,18.474066,18.160629,18.142193,18.180349
352,588017990157729966,215.5038792,7.67469968,3903,41,1,228,STAR,19.684071,19.000961,18.963041,18.930847,18.607529
353,588017627771502610,202.74732139,44.53642589,3818,41,6,253,STAR,19.389679,19.328856,19.218838,18.888529,18.813858
354,587732484350607387,151.98608116,45.88109047,2964,40,5,173,STAR,19.351469,19.250448,19.236879,19.205826,19.145052
355,587731521203994905,129.49130595,38.62419844,2740,40,3,170,STAR,19.729031,19.551805,19.180779,18.946482,18.82349
356,587722983367114768,217.45902586,0.05394343,752,40,4,494,STAR,19.260107,19.230198,18.94376,18.954733,19.120804
357,588848899908632649,170.79226299,-0.16148701,756,44,3,367,STAR,18.303869,18.101797,18.047384,18.121595,18.042595
358,588023722319282185,221.6105556,21.54941293,5237,41,6,88,STAR,18.152515,17.899126,17.668478,17.664536,17.595272
359,587727866723238148,127.92424722,46.32284241,1889,40,4,163,STAR,20.853371,20.405046,20.353533,20.228779,20.017141
360,588017991764017267,205.62287118,9.74606347,3903,41,4,162,STAR,20.094975,18.847878,18.748178,18.761673,18.68775
361,587742551225204756,236.95080882,12.95477872,5308,40,4,297,STAR,18.794209,18.724979,18.713949,18.507942,18.430254
362,587728879796158583,137.58041558,3.17196175,2125,40,3,125,STAR,19.338509,19.017948,18.841333,18.718414,18.523403
363,587725552821010562,172.01088083,67.99175488,1350,40,6,337,STAR,20.832876,19.166988,18.896402,18.609457,18.512426
364,588298663583809601,217.28465097,43.05478104,3716,42,4,192,STAR,19.332428,19.201204,19.11294,19.0543,19.003922
365,587729158976504096,217.88231617,4.0591587,2190,40,3,239,STAR,25.230558,20.200422,20.368618,20.148785,19.900328
366,588017627772092499,204.65302565,44.24513858,3818,41,6,262,STAR,18.233383,18.218132,18.156809,18.027424,17.739893
367,587730022255034425,220.23755118,5.91602857,2391,40,3,88,STAR,18.719378,18.663033,18.580336,18.300327,18.149006
368,587737827292217393,134.19040245,61.06206237,4208,40,5,208,STAR,18.975595,18.817381,18.580179,18.447186,18.398201
369,587724240698016091,60.6246125,-6.27924166,1045,40,2,177,STAR,22.935858,21.353519,20.482368,20.246969,19.887917
370,588017702930350198,179.71910678,11.85686448,3836,41,2,206,STAR,25.040152,20.293758,19.983311,19.942471,19.90204
371,587733608017625237,247.74171897,37.12595859,3226,40,2,115,STAR,19.410851,19.192528,19.184763,19.304522,19.122654
372,588848901513085006,156.70995543,1.08843699,756,44,6,273,STAR,19.587847,19.116549,18.956802,18.912964,18.842522
373,587739846455132334,213.02961234,23.49426387,4678,40,6,77,STAR,23.413256,20.400421,20.15345,20.128113,20.319214
374,587733410453717001,235.17907304,41.63788851,3180,40,2,185,STAR,18.370752,17.513544,17.446726,17.319923,16.972002
375,587737825139949725,124.11651121,51.56092597,4208,40,1,135,STAR,19.668703,19.467087,19.183193,19.000553,19.082027
376,587729653958377477,247.91046904,42.31504572,2305,40,5,39,STAR,18.99836,18.832561,18.726395,18.609674,18.602671
377,587741568198180891,156.75633532,29.8306026,5079,40,5,47,STAR,18.149836,17.933279,18.118265,17.985521,17.839901
378,587742774548693006,156.25792525,15.62379997,5360,40,4,71,STAR,19.149956,19.241686,18.936684,18.834515,18.778978
379,587726879424118797,344.50008552,-8.69548935,1659,40,5,262,STAR,17.834465,17.693279,17.603052,17.455486,17.53108
380,587729387681939520,151.14297116,55.70617256,2243,40,5,215,STAR,18.838413,18.892279,18.871666,18.667076,18.590576
381,587741490351898639,121.24089481,14.43452454,5061,40,4,47,STAR,19.769266,19.204834,18.651812,18.3738,18.350149
382,587727177924411491,27.49023968,-10.33446151,1729,40,1,263,STAR,19.74889,19.556826,19.50094,19.223118,19.206993
383,588018056726708259,224.5726013,45.92081993,3918,41,5,182,STAR,17.286331,17.296406,17.281252,17.318081,16.849606
384,588007004197814412,253.19203833,37.4456571,1345,41,2,679,STAR,18.80661,18.730865,18.814873,18.576563,18.721878
385,588017604165042410,234.77722329,32.35095213,3813,41,2,495,STAR,20.454334,20.132271,20.061188,19.855667,19.594854
386,587732703399379040,152.40511838,7.03143174,3015,40,5,256,STAR,18.841002,18.80085,18.558039,18.547064,18.767218
387,587735349085470944,123.31076456,7.71548717,3631,40,5,46,STAR,19.009592,18.832775,18.758005,18.544298,18.480854
388,587727177934176380,49.95670506,-8.25763995,1729,40,1,412,STAR,19.756857,19.555363,19.344225,19.077818,19.173307
389,587736753546396010,250.52797691,27.07560204,3958,40,5,147,STAR,19.868891,19.574242,19.55987,19.291059,19.235497
390,587730815754436788,344.22510972,-10.59666051,2576,40,1,152,STAR,19.474781,19.073088,18.899057,18.656158,18.59935
391,587738575143698565,198.58283439,40.3852113,4382,40,6,60,STAR,18.807882,18.703804,18.430288,18.034874,17.981028
392,588297864187478063,158.1221109,44.10373343,3530,42,3,260,GALAXY,19.49909,19.096659,18.740536,18.446348,18.049431
393,587725551209021581,165.19664456,65.93739619,1350,40,3,316,STAR,19.781553,19.618908,19.502537,19.165022,19.160147
394,587742014336074041,133.35862238,14.71197424,5183,40,4,19,STAR,19.778444,19.466291,19.430027,19.130991,19.176743
395,587725816959402109,228.67348979,59.64642509,1412,40,2,305,STAR,18.35783,18.128452,18.213453,18.23238,18.213675
396,588017713661083654,215.4909937,49.31627407,3838,41,6,104,STAR,18.676262,18.393412,18.186584,18.075008,17.935314
397,588018055114850556,220.23772066,46.21632441,3918,41,2,163,STAR,19.749065,19.348881,19.222807,19.070356,18.854361
398,587742567852015828,139.66416872,14.19094713,5312,40,3,50,STAR,19.185665,19.221943,18.913023,18.933559,19.081783
399,587742061045154053,119.81717416,9.46195856,5194,40,3,39,STAR,19.064182,18.12299,18.094814,17.995083,17.710249
400,588007005269590061,250.89951516,41.75170861,1345,41,4,649,STAR,19.737638,19.340666,19.105072,19.036535,19.00317
401,588010359065346438,132.17567386,2.9407125,2126,41,3,87,STAR,22.155323,20.275152,20.091335,20.155403,20.216879
402,587729159502692376,193.38144112,5.35145723,2190,40,4,76,STAR,18.633266,18.379105,18.308739,18.175245,18.055006
403,588017991766966394,212.42049889,9.27729264,3903,41,4,207,STAR,22.900793,20.007065,19.791632,19.738506,19.502829
404,588017978341064834,143.25770477,31.74740252,3900,41,3,144,GALAXY,19.837105,19.373173,18.510983,18.142282,17.761703
405,587735348038205546,184.80073051,14.6676098,3631,40,3,450,STAR,20.614441,20.242544,19.921587,20.03121,19.984125
406,588011124118913034,209.96523316,60.47712393,2304,41,4,278,STAR,18.626209,18.460148,18.431236,18.271698,18.2234
407,588295841243988089,161.46604577,47.21267291,3059,42,3,48,STAR,20.225819,19.395985,19.114672,19.041212,18.750137
408,587732701794992315,166.79045229,6.70036488,3015,40,2,351,STAR,19.988001,19.499483,19.268496,18.995155,19.047031
409,587739407312486410,166.78719644,33.79959769,4576,40,4,348,GALAXY,18.751091,18.606171,18.200188,18.080082,17.655376
410,587736915678068815,218.58980866,12.56924659,3996,40,3,96,STAR,19.844374,19.360733,18.907064,18.906004,18.83733
411,587724234248552620,10.695716,16.1730452,1043,40,6,70,STAR,19.411226,19.281532,19.10745,18.970364,18.939285
412,587725551741698150,145.32131826,61.83956927,1350,40,4,252,STAR,19.154846,18.154905,18.001684,17.890646,17.857672
413,588848899904372811,161.0555081,-0.05687916,756,44,3,302,GALAXY,18.607483,18.632095,18.407335,18.263634,17.724909
414,587739629560332298,228.05799573,24.13030411,4628,40,2,93,STAR,19.186445,18.82238,18.575657,18.504969,18.531403
415,587727779205742637,32.46286043,-9.7909068,1869,40,1,48,STAR,18.431467,18.321661,18.059155,17.74646,17.782213
416,587733604808261931,253.83011177,32.71140257,3225,40,4,296,STAR,21.399424,19.597698,19.407309,19.448578,19.445557
417,587735241180119169,143.8086389,37.36132808,3606,40,4,133,STAR,19.555182,19.026485,18.732021,18.381145,18.282619
418,587726031694332067,140.42825414,1.0731745,1462,40,2,100,STAR,19.204811,19.105137,18.925545,18.911705,18.990429
419,587739721363554405,192.19106932,30.33929938,4649,40,5,67,STAR,19.280828,19.008789,18.85586,18.819141,18.864916
420,587728947976994984,157.26317055,-0.63347355,2141,40,2,98,STAR,20.190842,19.558992,19.131655,18.708124,18.775755
421,587731514220871749,28.97794649,1.17177754,2738,40,6,112,GALAXY,20.673084,20.274031,19.979124,19.472588,19.061798
422,588010136267325589,139.7403152,53.53890985,2074,41,4,139,STAR,21.993887,19.887259,19.645733,19.680485,19.464207
423,587739721898459189,186.87115118,30.91414897,4649,40,6,37,STAR,19.422045,19.137934,19.193796,18.963261,18.884203
424,587732578311602199,164.09241437,7.2140629,2986,40,4,304,STAR,19.06452,18.945459,18.969481,18.804604,18.848284
425,588013383273676915,158.60174853,49.53915916,2830,41,4,308,STAR,20.527693,20.079025,19.776022,19.429745,19.408981
426,587734304876003487,329.18603326,0.04734331,3388,40,4,114,STAR,20.770401,20.490509,20.126865,19.822901,19.753822
427,588010877690577034,191.9172468,3.82152666,2247,41,1,208,GALAXY,21.383085,19.280716,17.761553,17.167679,16.803297
428,587726033339023458,218.31573421,2.67807548,1462,40,5,620,STAR,19.280081,19.124725,19.029696,19.120804,19.118179
429,588015509801140246,348.35190488,0.57903225,3325,41,5,30,STAR,16.690193,16.50749,16.225241,15.977862,15.766212
430,587728918446407785,210.18752525,62.30402254,2134,40,3,57,STAR,19.35026,19.031488,19.135996,18.907913,18.957096
431,587744638564958247,126.8844539,14.22282994,5794,40,4,78,STAR,18.749157,18.455502,18.204906,18.222664,18.125761
432,587734863219458089,152.39516501,8.84705814,3518,40,4,79,GALAXY,19.43508,18.829185,17.929438,17.506922,17.294348
433,587724232103231560,15.70671817,14.3148381,1043,40,2,103,STAR,19.561733,19.40028,19.079462,19.062767,19.106321
434,588017947737980935,174.27329576,41.56201912,3893,41,2,122,STAR,18.675621,18.506979,18.374874,18.216133,18.216944
435,587733412057317502,216.57789734,51.29822344,3180,40,5,78,STAR,20.148449,19.998432,19.914547,20.096844,19.910471
436,587733412061773967,230.03430946,46.27093016,3180,40,5,146,GALAXY,18.098017,17.97097,17.44401,16.986485,16.874254
437,587733441049657399,240.66026385,41.16673048,3187,40,3,98,STAR,19.552589,19.291224,19.078447,19.123867,19.085592
438,587728308560396322,156.93915137,2.05781287,1992,40,3,47,STAR,18.552507,18.228153,18.148232,18.303465,18.105045
439,588015509268660410,358.40495011,0.09290985,3325,41,4,97,STAR,20.956072,20.429142,20.187319,20.192251,19.985636
440,587733440510099655,234.0073073,44.96548346,3187,40,2,57,STAR,20.222256,20.169765,20.252533,19.934196,20.237988
441,587727214960050477,327.44917619,-7.07228584,1737,40,6,134,STAR,19.621307,19.519522,19.207026,19.104555,18.889795
442,587742592546767027,206.03589245,15.35695279,5318,40,1,30,STAR,25.433147,24.036268,20.912981,19.340069,19.245199
443,587733608014676181,241.99369486,42.22234179,3226,40,2,70,STAR,19.463587,19.208607,19.134768,18.928749,19.051128
444,588009372834463780,163.7750069,61.90538688,1896,41,6,102,STAR,19.08906,18.898167,18.748075,18.844675,18.745731
445,587742190442446849,185.85230042,25.20203331,5224,40,4,213,STAR,19.091761,18.957943,18.767487,18.548426,18.533257
446,587731187815743653,2.73998349,1.16986727,2662,40,6,301,STAR,22.564819,19.377171,18.822119,18.711588,18.566528
447,587725503409946779,256.14173554,59.20098786,1339,40,2,48,STAR,19.343781,19.24437,19.018955,18.969276,19.076015
448,587724232645017777,27.33685862,13.80364106,1043,40,3,178,GALAXY,19.992929,19.473215,18.711365,18.312754,17.808996
449,588017711513927690,215.48550909,47.42142082,3838,41,2,109,STAR,19.584021,19.096701,19.029606,19.109697,19.131958
450,587729408080806074,253.55379539,37.5844681,2248,40,3,181,STAR,18.90938,18.279259,18.211779,18.205894,18.08934
451,588013383266599256,138.17123433,41.89835911,2830,41,4,200,STAR,21.362482,20.751738,20.063084,19.884577,19.783092
452,587731512617074707,44.56477758,-0.05950708,2738,40,3,216,STAR,19.567883,19.44762,19.024092,18.958712,18.98419
453,587732484347592774,143.54103379,42.6624505,2964,40,5,127,GALAXY,19.233219,18.953241,18.541739,18.391348,17.932732
454,587725550659371109,122.68744026,47.01237174,1350,40,2,121,STAR,19.122597,19.018827,18.970348,18.723747,18.70656
455,587733410454503662,237.23440974,40.52103518,3180,40,2,197,STAR,19.789719,19.350206,19.321074,19.099678,18.953188
456,587732578304786531,148.56599986,6.23498185,2986,40,4,200,STAR,18.998075,18.806412,18.618011,18.594782,18.573627
457,588015507678822429,45.78915358,-1.22269601,3325,41,1,414,STAR,19.868,19.815912,19.633848,19.66737,19.75156
458,587742774018572306,172.28202086,16.72292472,5360,40,3,174,STAR,18.133307,17.930519,17.850138,17.825539,17.715038
459,758881523735462827,45.78815229,38.64922069,5817,648,5,220,STAR,20.508591,19.244263,18.963583,18.869099,18.706306
460,588015509281767561,28.33508355,0.02227419,3325,41,4,297,STAR,20.523663,19.757042,19.260658,18.805,18.5744
461,587741491444318360,164.80968853,29.41938335,5061,40,6,332,STAR,20.545752,20.494291,20.413544,20.239691,19.954866
462,588295841243070628,158.66640216,46.65424783,3059,42,3,34,STAR,24.477505,20.400383,20.072018,19.976801,19.711422
463,587731511536058514,28.03907915,-0.95466499,2738,40,1,105,STAR,21.254181,20.695797,20.57596,20.479008,20.205538
464,587742062167982200,235.9945246,15.15366376,5194,40,5,788,STAR,19.181709,19.070782,18.77998,18.834364,18.838318
465,587742576980393993,187.89159065,20.09956685,5314,40,4,74,STAR,19.603928,19.498314,19.453716,19.152782,19.170202
466,587737808489939123,112.40438492,37.90972469,4204,40,2,28,STAR,17.84326,17.69005,17.550861,17.277676,17.342339
