name,objID,ra,dec,run,rerun,camcol,field,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
467,587732482763391041,227.98713605,40.52496849,2964,40,2,530,STAR,19.421118,18.904837,18.901474,18.870878,18.58325
468,587732703940968567,163.25231572,8.09129396,3015,40,6,328,STAR,19.81922,19.695803,19.696585,19.501661,19.329987
469,587732054857678933,141.61546515,44.23175177,2864,40,5,231,STAR,20.58429,20.252363,20.191181,19.960472,19.903749
470,587741490894078110,132.71120349,19.94596096,5061,40,5,128,STAR,19.623426,19.283911,19.067257,18.832123,18.608322
471,758874294762406642,313.90813894,76.1301806,4134,648,4,125,STAR,23.387682,21.331139,20.266514,19.973433,19.948509
472,587742951715242154,164.58331938,64.47900752,5401,40,6,58,STAR,20.384848,19.849758,19.840864,19.751671,19.506075
473,588023240209465438,141.75057677,19.01073357,5125,41,4,92,STAR,17.978456,17.935911,17.71236,17.35462,17.387653
474,587737826749710592,120.77430492,50.53755538,4208,40,4,122,STAR,23.608927,20.508572,20.124722,20.020023,20.018471
475,587732470923591722,127.18330701,32.42790817,2961,40,4,93,STAR,19.374704,19.153202,19.041758,18.881533,18.974064
476,587739296162971710,169.37375482,34.68989472,4550,40,5,85,STAR,18.262003,18.146454,18.285574,18.441204,18.392437
477,587729387136614549,127.85850585,43.4203221,2243,40,4,86,STAR,19.9139,20.21759,19.944118,19.806906,19.936424
478,587732483290169448,197.46425175,49.12500582,2964,40,3,376,STAR,19.830063,19.23502,18.980377,18.669785,18.419453
479,587732470386720904,127.54378914,32.23130675,2961,40,3,93,STAR,18.389853,18.013182,17.935362,17.745481,17.771379
480,587728880331128962,133.20043843,3.26799764,2125,40,4,96,STAR,19.287037,19.137461,18.88415,18.815704,18.724508
481,587730846353981824,320.88363013,-0.67618988,2583,40,2,120,STAR,20.532188,20.5714,20.249304,20.223217,20.189045
482,587732770495660406,129.75793989,5.04329992,3031,40,2,64,STAR,20.500605,20.355436,20.382277,20.366474,20.062153
483,587731679579799820,129.54746567,38.38663109,2777,40,2,153,STAR,19.697596,19.474241,19.376606,19.208504,19.06041
484,588015509824864281,42.52927899,0.42371732,3325,41,5,392,STAR,17.817604,17.767752,17.568579,17.184515,17.316813
485,587741726584406087,199.41736299,24.6865754,5116,40,4,189,STAR,19.120403,19.016718,18.738628,18.691805,18.791559
486,587725074453954922,136.38396082,-0.24178248,1239,40,3,107,STAR,25.419924,22.370445,20.060659,19.894524,19.831964
487,587729160048869553,214.74979642,4.99230349,2190,40,5,218,STAR,19.669666,19.49905,19.26111,19.187223,19.292736
488,588017116124480038,205.42274267,46.1861954,3699,41,5,115,STAR,25.819939,25.847147,21.815889,19.942383,20.076683
489,587725073921409279,146.27475085,-0.77915641,1239,40,2,173,STAR,21.467463,20.425539,20.367977,20.025751,19.561405
490,588015507660144812,3.22655502,-1.1440595,3325,41,1,129,STAR,22.913692,20.569914,20.196606,20.003401,19.957462
491,587722953307849062,245.33341198,0.22916085,745,40,4,578,STAR,19.652313,19.446486,19.40453,19.110031,18.988157
492,587741723360755751,195.25360227,28.32909211,5115,40,6,152,STAR,17.454348,17.321814,17.095108,17.011566,17.02219
493,587731889503862951,177.93990952,56.37000369,2826,40,1,268,STAR,19.992081,19.390934,19.372349,18.965515,18.829641
494,588007003631714468,146.45698717,57.95270834,1345,41,1,233,GALAXY,20.065022,19.607111,18.861891,18.594875,18.121193
495,587739376691445985,119.98657039,16.42174276,4569,40,3,52,STAR,18.176865,18.006737,17.819176,17.648727,17.617048
496,587726031710584972,177.52236631,1.64742504,1462,40,2,348,STAR,21.943016,20.434563,20.005354,19.661928,19.271603
497,587741709396869758,120.82818452,13.13449996,5112,40,4,72,STAR,20.043339,19.64834,19.214865,18.953907,18.827541
498,587732484372234352,224.06592131,43.66511625,2964,40,5,503,STAR,23.749371,20.337322,20.101896,20.080431,20.093119
499,587742774017327172,169.41809459,16.48753453,5360,40,3,155,STAR,17.942577,17.645651,17.394163,17.257896,17.306162
500,587731186204410078,1.19244312,-0.0537863,2662,40,3,290,STAR,20.788351,20.385708,20.205982,20.060169,20.059626
501,588015509282947315,30.97983723,0.02766137,3325,41,4,315,GALAXY,22.567291,21.136623,20.434174,19.563444,19.16469
502,587736543098437748,230.11588382,7.69600286,3909,40,5,230,STAR,19.895182,19.710793,19.778885,19.71303,19.47311
503,587745541051056188,141.30900755,13.58809033,6004,40,5,171,STAR,18.338045,18.320068,18.058155,17.945492,17.903656
504,587725818034061388,232.6766023,58.92138604,1412,40,4,319,STAR,19.624155,19.394468,19.152933,19.162748,19.169584
505,588011218059526262,195.32094258,61.85182121,2326,41,3,98,STAR,20.520817,20.331909,19.858187,19.933229,19.806988
506,587736916226080802,244.03523399,8.12726651,3996,40,4,266,STAR,19.161179,18.747581,18.480509,18.29315,18.238205
507,587738947748233395,157.95566306,37.18201653,4469,40,4,306,STAR,20.253988,19.656862,19.124186,19.059605,18.880798
508,587742644627505446,242.8077172,11.8118854,5330,40,2,95,STAR,20.770967,19.553915,19.294386,19.183243,19.220358
509,588017724403613730,192.17528331,6.71340973,3841,41,2,182,STAR,18.786577,18.697432,18.710112,18.591293,18.493828
510,587724232643838091,24.56736487,14.07547217,1043,40,3,160,STAR,19.878899,19.603855,19.226841,19.186901,18.891932
511,587739706336608317,216.61226879,25.12609247,4646,40,1,150,STAR,18.468821,18.293774,18.201029,18.177359,18.094517
512,587733603187949578,232.53319976,48.15890725,3225,40,1,148,STAR,18.718081,18.35342,18.337261,18.391172,18.298584
513,587739097524076622,178.36459474,37.27907804,4504,40,3,136,STAR,19.007879,18.918108,18.938272,18.712769,18.722485
514,588017991233372233,220.02647872,8.16572497,3903,41,3,257,STAR,19.228058,19.177748,19.226671,18.950653,18.889875
515,587739720312684663,246.84746514,14.93429192,4649,40,3,416,STAR,18.067383,17.846544,17.724247,17.779018,17.615978
516,587738950954713131,196.93495248,36.15589364,4470,40,2,81,STAR,18.200249,17.820313,17.54031,17.444157,17.421215
517,587731511538548798,33.70459326,-0.84471229,2738,40,1,143,STAR,19.323807,19.060377,19.007473,18.889288,18.942284
518,587739809951711515,217.73136009,23.11671906,4670,40,2,135,STAR,24.940567,21.041334,20.270958,20.024714,19.916891
519,587738565481857441,128.17203541,8.65984232,4380,40,4,88,STAR,20.69911,20.381714,20.337593,20.204126,20.091946
520,588297865798680641,159.26521081,45.68166481,3530,42,6,269,STAR,20.719173,20.080256,19.72797,19.29414,19.234856
521,587731187271794868,346.6335859,0.76994331,2662,40,5,193,GALAXY,20.306324,19.860315,19.859179,19.470978,19.342024
522,588298661972934804,215.80729121,42.0152885,3716,42,1,188,STAR,20.568014,20.211863,20.101511,20.145081,19.944593
523,587728906099884172,117.7577905,33.94649831,2131,40,4,80,STAR,18.260366,17.783598,17.696053,17.545462,17.430843
524,587739506082185312,189.40129968,32.69321973,4599,40,4,126,STAR,19.819624,19.575464,19.325537,19.397278,19.456125
525,587725041162453031,172.74055945,-1.92740609,1231,40,5,23,STAR,18.837156,18.759001,18.545782,18.5481,18.643202
526,587726032267641039,223.61796599,1.53834369,1462,40,3,656,STAR,19.576691,19.609766,19.317307,19.213596,19.328121
527,587725589311848533,262.26339568,55.96342627,1359,40,2,87,STAR,19.255426,19.21154,18.948151,18.943964,18.996668
528,587733608015003847,242.84354385,41.73598697,3226,40,2,75,STAR,22.741535,19.398041,18.720913,18.58745,18.550165
529,587732153103220762,138.29338714,39.38273916,2887,40,4,203,STAR,17.870235,17.531593,17.39094,17.417284,17.435949
530,587732470920773636,121.57688736,28.16217472,2961,40,4,50,STAR,19.36845,19.139673,18.86618,18.496843,18.575535
531,587741390500462724,148.43891783,26.3036304,5038,40,2,147,STAR,18.429527,18.149231,17.861706,17.854197,17.921173
532,587737810646925428,127.27088752,57.26157363,4204,40,6,173,GALAXY,19.266277,18.950615,18.252851,17.909019,17.314182
533,587742061063569430,161.96949425,20.44415821,5194,40,3,320,STAR,19.335203,19.134268,19.042583,18.905262,18.90082
534,587742550155657503,246.20582201,9.39658201,5308,40,2,361,STAR,18.406096,17.807846,17.738909,17.686382,17.451246
535,588013382199869467,158.74603155,48.73246539,2830,41,2,307,STAR,18.999454,18.944742,18.846533,18.969706,18.973036
536,587735348022083593,146.93900635,11.6387639,3631,40,3,204,STAR,19.118299,18.998173,18.73168,18.799736,18.720934
537,587736899036053723,238.63939454,30.81103241,3992,40,4,111,STAR,20.021669,19.665792,19.332443,19.005766,18.962042
538,587732134304022621,155.20762396,47.4637431,2883,40,1,70,STAR,20.073469,19.625128,19.217358,19.0753,18.854515
539,588017626701365386,213.30614474,41.53053136,3818,41,4,308,GALAXY,23.426146,20.126305,19.404984,19.280548,19.379339
540,587734623783485456,139.620005,38.6299754,3462,40,6,208,STAR,18.336399,18.191849,18.231953,18.06913,18.075899
541,587735695904210991,173.64295704,56.76965854,3712,40,3,48,STAR,19.384769,18.786762,18.606199,18.589809,18.400669
542,588017723863793670,185.32431577,6.29359811,3841,41,1,137,STAR,19.145409,19.169678,19.204659,18.955584,18.939138
543,587739648355729520,167.22050934,32.01353886,4632,40,5,168,STAR,23.591013,21.372152,19.900261,19.655283,19.329363
544,587742575903899814,181.32231538,19.27175644,5314,40,2,32,STAR,18.696732,18.196993,17.954485,17.989325,17.840008
545,587733412065312876,238.79502895,41.16190991,3180,40,5,200,STAR,19.235561,19.092077,18.993982,18.780952,18.74996
546,587731869632233625,172.55183795,54.73500813,2821,40,4,155,STAR,19.675182,19.398438,19.329666,19.026953,19.044785
547,587727180067504159,17.17691515,-9.21159088,1729,40,5,196,GALAXY,19.004789,18.776943,18.562855,18.37742,17.891027
548,587739157117534302,150.232135,31.66701635,4518,40,2,148,GALAXY,17.679647,17.334625,16.845562,16.523813,16.355295
549,587739505544659060,187.68821338,32.38782423,4599,40,3,116,STAR,19.910891,19.87554,19.896105,19.755671,19.772612
550,587739706867843175,202.59484952,28.22587699,4646,40,2,64,STAR,21.484392,19.771721,19.466764,19.529896,19.459539
551,587735430155993210,203.92245059,48.59169113,3650,40,4,92,STAR,20.565334,19.497671,19.334629,19.238113,19.28203
552,587729386077814795,178.17229381,59.18281101,2243,40,2,314,STAR,18.259529,18.006937,18.101925,18.217674,18.193768
553,587732583130726555,172.28159337,60.04460931,2987,40,5,110,STAR,25.24839,22.621969,20.191269,19.528542,19.101873
554,587741490373656669,172.89078476,29.64204745,5061,40,4,379,STAR,21.756136,19.202881,18.620359,18.475065,18.401423
555,587739376693149910,123.60795639,18.33703434,4569,40,3,78,STAR,19.312128,19.203304,19.22534,19.023108,19.012144
556,587736941981270042,213.60546596,36.60956574,4002,40,4,43,STAR,19.198021,18.734856,18.73218,18.487534,18.531786
557,588010360151736418,161.12607415,5.31591527,2126,41,5,280,STAR,18.39641,17.98473,17.707382,17.642838,17.460037
558,588017978348994564,163.97723255,37.66885401,3900,41,3,265,STAR,19.207804,19.110495,19.118382,18.966475,18.876265
559,588023046410535060,153.69018137,23.55717937,5080,41,3,267,STAR,20.084702,19.773834,19.726742,19.817768,19.796324
560,588848899919904982,196.54664007,-0.1591452,756,44,3,539,GALAXY,19.901888,19.4,18.552414,18.191317,17.873728
561,587726878338777248,317.85665131,-7.04603484,1659,40,3,85,STAR,18.943363,18.57884,18.330229,18.222282,18.038895
562,588007003645607962,211.60344912,61.44469838,1345,41,1,445,STAR,19.723017,19.409559,19.284557,19.206112,18.937912
563,588015509821128896,34.0385896,0.57856638,3325,41,5,335,STAR,20.381149,20.140371,19.766056,19.770126,19.726904
564,587735347491569857,161.82611808,13.05516808,3631,40,2,301,STAR,25.009291,21.002998,20.468901,20.261679,20.251762
565,587742901794570468,201.68662844,15.91426965,5390,40,1,185,STAR,24.522669,21.174055,19.913607,19.937929,19.789198
566,587735665307549890,217.83011731,52.21172326,3705,40,2,124,STAR,20.372885,19.081411,18.861824,18.751663,18.489439
567,587734948592943110,154.82845521,10.50250629,3538,40,3,247,STAR,18.765295,18.526272,18.442772,18.362104,17.91964
568,587724198812647531,10.45128868,15.0683395,1035,40,4,33,GALAXY,20.971977,20.336815,19.414415,19.027613,18.650791
569,587727179004313632,41.64207561,-8.42670704,1729,40,3,357,GALAXY,18.169138,17.986061,17.925856,17.615946,17.648077
570,587731513693110523,49.7741787,0.71457798,2738,40,5,251,STAR,21.354959,20.941484,20.600868,20.286837,20.311108
571,588011125188395045,190.24197625,63.57691942,2304,41,6,213,STAR,19.26045,19.069613,19.090309,18.823069,18.703428
572,588015509263745151,347.11785478,0.17949145,3325,41,4,22,STAR,19.908785,19.576281,19.273077,19.292814,19.220762
573,588009366938320954,145.24227243,55.89029157,1895,41,3,246,STAR,17.190601,17.035522,16.901489,16.71026,16.676619
574,587728918985900163,221.57605841,60.10188859,2134,40,4,97,STAR,22.740744,20.54178,20.38747,20.637877,20.698277
575,588007005239836797,136.87195758,55.46789973,1345,41,4,195,STAR,19.689701,19.351389,19.185266,18.900539,18.992537
576,587741710486142989,156.10095685,25.57789838,5112,40,6,309,STAR,19.348007,19.032797,18.935419,18.916178,18.840773
577,587728918988390665,230.41097284,56.62797585,2134,40,4,135,STAR,20.382429,20.146135,20.065865,19.797167,19.660213
578,587732152027906198,135.2525151,36.68842411,2887,40,2,179,STAR,19.694597,19.354858,19.382053,19.080534,18.986238
579,587729153595342863,168.575579,63.00080311,2189,40,1,49,STAR,18.723545,18.780617,18.744064,18.511831,18.270536
580,587742190971584539,166.44894412,24.36207973,5224,40,5,95,STAR,18.800406,18.648796,18.516811,18.590923,18.505083
581,587741489829576804,154.66881354,26.16167043,5061,40,3,269,STAR,19.165262,19.009878,18.550026,18.362131,18.308302
582,587728308022280355,154.07662324,1.67126071,1992,40,2,28,STAR,19.938541,19.563997,19.50609,19.310961,19.23665
583,587741603113336855,204.32289925,27.0186407,5087,40,6,330,STAR,18.747812,18.158638,17.859127,17.592962,17.603977
584,587738065658970222,125.20691645,56.11640306,4264,40,1,148,GALAXY,20.495672,19.700371,19.449404,18.918425,18.889797
585,587727177911894127,358.33933817,-11.02838874,1729,40,1,72,STAR,19.359383,19.118956,19.035063,18.880064,18.590939
586,587726016160661652,221.09464872,2.83314961,1458,40,5,643,STAR,20.65016,20.400288,20.184904,20.203484,20.264429
587,587731514216546350,19.19852793,1.24698605,2738,40,6,46,STAR,19.540516,19.694077,19.51646,19.282066,19.180397
588,587724197208064101,24.57875498,13.00958646,1035,40,1,125,STAR,20.350437,20.326515,20.128824,19.975597,20.046961
589,588017978913915004,240.1312448,25.75508156,3900,41,4,693,STAR,19.887932,19.628992,19.379049,19.302052,19.172672
590,587739506079629314,182.4285761,32.85147618,4599,40,4,87,STAR,19.660007,19.479725,19.342323,19.021704,19.022856
591,587729751667114269,243.47579297,44.69139462,2328,40,3,12,STAR,20.026842,19.917439,19.921741,19.570719,19.412186
592,587727229448421537,24.79288147,-10.33918906,1741,40,1,25,STAR,21.339664,20.764872,19.969145,19.819946,19.393011
593,587734303271682221,343.60591834,-1.22236159,3388,40,1,210,STAR,20.683159,20.187874,19.882998,19.834955,19.540602
594,587731186741870599,2.43944854,0.22696402,2662,40,4,299,STAR,18.956919,18.504473,18.5016,18.451365,18.378126
595,587741708867403911,137.28753673,19.18600188,5112,40,3,185,STAR,19.335211,18.946484,18.81201,18.597681,18.563747
596,587736547390849381,238.93730648,5.16883985,3910,40,5,191,STAR,20.543064,20.047361,19.998562,20.040482,20.15366
597,587732471997923344,127.76068516,33.96753855,2961,40,6,102,STAR,19.392797,18.838923,18.738903,18.711531,18.553986
598,587733604269228192,249.84917839,36.33887845,3225,40,3,263,STAR,18.08437,17.913324,17.924654,17.75931,17.786369
599,588015509822439555,37.05687877,0.54202403,3325,41,5,355,STAR,20.336048,20.291325,20.164558,20.042091,19.853176
600,587742575907766474,190.65615981,19.12692972,5314,40,2,91,STAR,19.844204,19.805386,19.571081,19.145197,18.967293
601,587733604808261831,253.77959,32.56760533,3225,40,4,296,STAR,19.530153,19.297585,19.196098,18.909639,18.917511
602,588017704546795662,193.27804989,13.10136382,3836,41,5,295,STAR,24.47109,20.155575,19.061697,18.804184,18.56308
603,588015507669712911,25.00102925,-1.20006621,3325,41,1,275,STAR,19.17458,18.85306,18.847168,18.980453,18.842934
604,587741420562481430,127.18799997,18.0808885,5045,40,2,105,STAR,19.666559,19.496622,19.176701,19.128345,19.074368
605,587731186743181377,5.54147688,0.27481144,2662,40,4,319,STAR,18.328537,18.042715,18.065666,17.917568,17.944994
606,588848900431609923,139.03434483,0.35203337,756,44,4,155,STAR,19.712263,19.557846,19.457644,19.210428,19.135082
607,587736808299233443,202.12605912,14.00622783,3971,40,3,25,STAR,22.442003,20.514528,20.256889,20.251228,20.346508
608,587735348555874443,139.87497279,10.8810816,3631,40,4,157,STAR,19.54101,19.36772,19.316484,19.061478,19.038895
609,587742645700657181,241.80913171,13.10862673,5330,40,4,86,STAR,19.258085,19.016273,18.827049,18.923079,18.936333
610,587729409153368153,252.47440866,40.28093827,2248,40,5,163,GALAXY,19.020189,18.931845,18.550097,18.314037,17.808706
611,587738948292771936,179.98794839,40.68488932,4469,40,5,423,STAR,19.358919,19.347923,19.025328,18.886799,18.896088
612,588848900979032277,163.16498777,0.79759913,756,44,5,316,STAR,20.735596,20.357082,20.320135,20.350714,20.028641
613,588011123045629998,211.22880966,59.20824051,2304,41,2,285,STAR,18.693947,18.691935,18.512838,18.48073,18.582157
614,587727214957625365,321.8139389,-6.34492788,1737,40,6,97,STAR,18.01198,17.588448,17.513056,17.585682,17.383665
615,587729652891320729,257.92640885,29.23300663,2305,40,3,141,STAR,19.964262,19.642397,19.581497,19.368488,19.199923
616,587741490903384147,154.63657998,26.92023561,5061,40,5,270,STAR,19.379044,19.145639,19.008295,18.930204,18.825348
617,587731185116905830,329.76474876,-0.99442669,2662,40,1,80,STAR,20.516569,20.391272,20.241358,19.898197,19.645189
618,587739720824586279,186.56809901,30.01276919,4649,40,4,35,STAR,18.685682,18.162043,18.092823,18.084419,17.998951
619,587742189370409141,190.19810623,24.09709464,5224,40,2,239,STAR,24.890474,20.337259,19.675072,19.564262,19.365627
620,587732157392224358,124.67096265,30.98794005,2888,40,4,112,STAR,19.257797,19.030851,18.879257,18.575663,18.486931
621,588298662505873592,204.32780637,45.37707323,3716,42,2,128,STAR,22.737013,20.060745,19.918541,19.876163,19.759453
622,588017115586297863,201.06102133,46.43936715,3699,41,4,95,STAR,19.137463,18.779202,18.885597,18.727629,18.681067
623,587736542028169302,237.83473286,5.82107255,3909,40,3,283,STAR,18.983723,18.912897,18.788799,18.841892,18.718378
624,588015509823881340,40.32647658,0.49140315,3325,41,5,377,STAR,20.79538,20.35305,19.954546,19.967836,19.706055
625,587738196123058181,143.32582373,67.19036736,4294,40,4,216,STAR,19.361437,18.812502,18.288,18.283566,18.32967
626,588007005768450414,117.93811647,41.25996897,1345,41,5,69,GALAXY,20.401157,19.763496,19.004379,18.481684,18.131792
627,587728668801302841,115.51332644,33.10478668,2076,40,2,55,STAR,20.551933,20.443943,20.403791,20.190662,20.127607
628,587739719756349493,200.90196586,28.39726875,4649,40,2,119,STAR,23.147194,19.892303,19.253153,19.140368,19.07345
629,587732483836739712,227.38234937,41.71864787,2964,40,4,524,STAR,19.592182,19.381535,19.00547,18.922979,18.898315
630,587724198275973289,11.00092215,14.69602602,1035,40,3,36,STAR,20.481552,20.41206,19.914913,19.800812,19.814478
631,587735430692339796,202.36757338,49.32422451,3650,40,5,84,STAR,20.608229,20.397612,20.302187,20.060123,20.192307
632,587734303807045647,340.11727425,-0.63698164,3388,40,2,187,STAR,19.380461,18.84786,18.586664,18.372227,18.253508
633,587732771583688744,162.32367696,9.4125917,3031,40,4,282,STAR,19.318396,19.209915,19.101536,18.940722,18.842054
634,587739295625969702,169.1490641,34.32066088,4550,40,4,83,STAR,18.641703,18.512516,18.294266,18.232517,18.31646
635,587737809033494665,122.55971382,51.37120601,4204,40,3,130,STAR,20.163073,19.530416,19.075495,18.99593,18.758778
636,587724648729018436,200.26646454,-2.8406787,1140,40,2,316,STAR,19.19796,18.90637,19.020018,18.718132,18.429764
637,588017978355548310,183.18620985,39.71724869,3900,41,3,365,STAR,21.422434,20.37299,20.18515,20.001791,19.732859
638,587728668808249532,128.09346395,45.71010751,2076,40,2,161,STAR,20.408487,20.284124,19.958498,19.853794,20.010605
639,587733603723378931,229.06601477,50.45224021,3225,40,2,126,STAR,25.567448,21.17659,20.32358,20.125166,20.053972
640,587731513683411110,27.62679659,0.72026061,2738,40,5,103,STAR,20.782816,20.233953,20.08326,19.945013,19.873745
641,588015507679805506,48.15405188,-1.22863777,3325,41,1,429,STAR,19.261126,18.698009,18.695587,18.568378,18.248474
642,587732471461970142,130.05365121,35.1531188,2961,40,5,116,STAR,20.734995,20.462843,20.088934,19.932648,19.639002
643,587739376165978205,145.41143909,27.74969384,4569,40,2,226,STAR,19.146496,18.94425,18.918013,18.704657,18.674261
644,587734623247204477,141.46114511,38.99758785,3462,40,5,217,STAR,20.927765,19.432449,19.287033,19.116428,19.10833
645,587742014888411177,169.71818403,22.42869733,5183,40,5,255,STAR,18.839815,18.619278,18.490137,18.231602,18.256786
646,587744875325489219,128.88706098,12.21797537,5849,40,5,85,STAR,19.528728,19.376816,19.527876,19.307707,19.445734
647,588017949891493897,192.94308652,43.29159063,3893,41,6,214,STAR,19.396215,19.319681,18.805517,18.682171,18.709982
648,587729653427863688,257.86960787,30.0905529,2305,40,4,136,STAR,18.702036,18.492947,18.22751,18.237572,18.282894
649,587732152028692626,137.03016895,37.76243802,2887,40,2,191,STAR,20.153841,19.809366,19.73201,19.920219,19.613455
650,588017565488971902,183.13640169,11.71886753,3804,41,2,169,STAR,19.408978,19.246937,19.014977,18.879177,18.960091
651,587731868013887579,146.78944838,47.18051638,2821,40,1,37,STAR,19.577997,19.179392,19.061884,18.998047,18.799114
652,587735662084292800,145.41591828,35.38479491,3704,40,4,93,STAR,24.493729,20.925819,20.32789,20.165026,20.055323
653,587739709013622847,198.42779655,30.37755757,4646,40,6,38,STAR,19.753035,19.103786,18.850775,18.876923,18.611181
654,587742578072486065,231.69296475,14.89814441,5314,40,6,354,STAR,19.411104,18.646763,18.427084,18.217648,17.900856
655,587738196124500012,150.5785909,69.24918418,4294,40,4,238,STAR,19.019257,18.743706,18.459682,18.135157,18.162388
656,588010878225940564,188.52121874,4.34577539,2247,41,2,185,GALAXY,18.988297,18.680191,18.611994,18.417049,18.202482
657,587745402001817658,141.93664226,12.19006521,5972,40,2,176,STAR,19.39851,19.286436,18.963114,18.995354,19.180809
658,587729157895684375,201.63465256,3.85777957,2190,40,1,131,STAR,23.959124,20.526138,20.099283,19.954332,20.009371
659,587725993577480296,255.34990574,38.86028818,1453,40,3,115,STAR,18.962486,19.002645,18.712467,18.688105,18.726057
660,588017978340147277,141.06376252,30.80884452,3900,41,3,130,STAR,19.24283,19.067291,18.798981,19.00943,19.111649
661,587742576440311996,180.1001719,19.52008943,5314,40,3,25,STAR,24.106958,21.33869,20.227461,20.107059,20.115601
662,587742059987140666,155.73178739,18.79569984,5194,40,1,279,GALAXY,16.943621,16.882891,16.553385,16.141281,16.080999
664,587732702853988676,132.96310658,5.01073326,3015,40,4,126,STAR,20.491158,20.460346,20.405746,20.118603,20.053593
665,587739719774110173,242.96704067,16.24059691,4649,40,2,390,STAR,22.714329,21.425631,19.980221,19.93861,19.757835
666,587727220870807826,346.33493742,13.26530746,1739,40,1,213,GALAXY,19.957502,19.638212,19.271172,19.144564,18.561045
667,588015509276131414,15.52455562,0.19916242,3325,41,4,211,STAR,17.592962,17.214321,17.072245,17.018017,16.898355
668,587738616485642375,161.31141817,34.74924549,4392,40,3,104,STAR,22.103415,19.559072,19.06381,18.757988,18.687723
669,588017704030830884,241.52591516,7.39412565,3836,41,4,614,STAR,19.852346,19.444845,19.504709,19.401041,19.431936
670,587739720305868969,231.8867932,21.24730268,4649,40,3,312,STAR,19.495779,19.60317,19.338051,18.887936,18.910824
671,588016892784541857,150.76138348,37.96416409,3647,41,5,90,STAR,20.411804,19.994446,19.754736,19.597088,19.401449
672,588297864713863178,130.68887661,32.88730666,3530,42,4,100,STAR,19.171223,18.520987,18.42634,18.375864,18.185846
673,587739609714589791,220.18899533,28.05171859,4623,40,5,375,STAR,19.714928,19.223255,19.078878,18.957857,18.848455
674,587736899571679292,236.02355639,32.68010387,3992,40,5,92,STAR,17.829145,17.542875,17.297272,17.314678,17.25642
675,587728880874684540,148.37815157,4.4582994,2125,40,5,198,STAR,19.943195,19.97184,19.641855,19.644955,19.664042
676,587745243631583249,158.37222213,17.63996498,5935,40,3,278,GALAXY,19.050121,18.690302,18.151228,17.971869,17.438591
677,587742629057986626,213.76891861,15.96682132,5326,40,5,91,STAR,18.283674,18.077435,17.866062,17.89176,17.532154
678,587742189898498053,168.15088969,23.68220872,5224,40,3,105,STAR,19.106672,18.965551,18.853136,18.620502,18.642033
679,588017729767276626,196.82426928,7.68716694,3842,41,4,105,STAR,19.388197,18.967087,18.970871,18.964584,18.944485
680,587739407326117977,204.47832673,33.62273331,4576,40,4,556,STAR,23.7812,21.336393,19.94739,19.884933,19.776596
681,587726014542839877,204.68516646,1.9176777,1458,40,2,533,STAR,18.807915,18.708858,18.637487,18.475731,18.287594
682,588017710973190214,202.62243608,49.90762495,3838,41,1,50,STAR,20.183599,18.919889,18.794064,18.637976,18.452642
683,587732772121280749,163.97186717,9.90131298,3031,40,5,293,STAR,24.282801,21.692635,20.214615,20.120108,20.049841
684,588017604688019587,196.80488104,44.18734864,3813,41,3,283,STAR,19.736692,19.396509,19.26334,19.029171,19.050926
685,587730022254772483,219.75140038,5.87470545,2391,40,3,84,STAR,25.411152,19.75725,19.309895,19.208275,19.239079
686,587733604271063255,252.94530769,32.99688472,3225,40,3,291,STAR,19.724277,19.2665,19.190771,18.929955,18.791132
687,587733399716430023,237.69590137,42.01220354,3177,40,6,187,STAR,19.363798,19.10099,19.201075,18.995655,18.857584
688,587736477050339483,208.47467263,10.83395335,3894,40,2,32,STAR,19.1306,18.962669,18.976439,18.80093,18.665142
689,588016840169161250,120.46252634,21.02447838,3635,41,3,59,STAR,19.988447,19.270273,19.030495,18.956232,18.615885
690,588848900425515724,125.18027072,0.37464123,756,44,4,62,STAR,20.978735,20.422266,20.242498,20.120461,19.808887
691,588010360147542122,151.53491511,4.9549867,2126,41,5,216,STAR,19.394203,18.696163,18.263828,17.845604,17.604948
692,588298661970444330,208.54368489,44.12445851,3716,42,1,150,STAR,19.193954,18.861706,18.484697,18.186394,18.216301
693,587735347497599029,175.95440836,14.00093281,3631,40,2,393,STAR,19.296459,19.211123,19.214216,18.94964,18.827431
694,587725074456445048,142.12772834,-0.2703577,1239,40,3,145,STAR,19.43959,19.433065,19.193525,19.25008,19.344139
695,587731680121257994,140.16527497,45.17479482,2777,40,3,223,STAR,19.106112,18.979725,18.700432,18.696426,18.840908
696,587725551193555233,117.4060058,42.10354254,1350,40,3,80,STAR,20.517239,20.048298,19.891167,19.750978,19.333511
697,587741722821460036,188.99611413,28.09748533,5115,40,5,115,STAR,19.741669,19.668926,19.6262,19.359142,19.487274
698,587733411526672530,234.22311925,43.45001627,3180,40,4,173,STAR,18.806757,18.617842,18.649164,18.761034,18.689756
699,588016878824063048,120.07972257,21.08081188,3644,41,3,62,STAR,19.231152,19.110826,18.974165,18.912731,18.937855
700,587732579386523737,166.82405235,8.07729528,2986,40,6,322,GALAXY,16.931803,16.684795,16.179735,15.7682,15.827714
701,587742060516999240,139.23646233,15.45236986,5194,40,2,172,STAR,19.107149,18.811813,18.678089,18.458038,18.464077
702,587734303270568001,341.07541107,-1.20347615,3388,40,1,193,STAR,19.270689,18.737267,18.598806,18.371965,18.449804
