name ra dec
62 154.6944580078125 26.399721145629883
63 51.00868606567383 -0.5098549723625183
64 235.2045440673828 11.92570686340332
65 118.45499420166016 30.59721565246582
66 147.71075439453125 3.876378059387207
67 344.95745849609375 -0.07055500149726868
68 232.28213500976562 28.708965301513672
69 34.30575942993164 -0.757489025592804
70 197.05052185058594 15.299306869506836
71 209.60549926757812 21.58737564086914
72 162.5882110595703 60.93341064453125
73 227.74366760253906 12.799266815185547
74 193.77183532714844 43.06537628173828
75 119.39128112792969 23.555204391479492
76 207.48829650878906 55.784122467041016
77 156.7255401611328 19.71946144104004
78 176.02227783203125 46.06825637817383
79 151.876953125 5.161764144897461
80 175.2843017578125 47.78170394897461
81 140.75732421875 33.45872497558594
82 128.7108917236328 38.5602912902832
83 193.95648193359375 18.227155685424805
84 118.94413757324219 42.955875396728516
85 193.11570739746094 36.210018157958984
86 339.3547058105469 0.9200829863548279
87 12.969799041748047 -0.417620986700058
88 253.37989807128906 22.566822052001953
89 165.96868896484375 58.82320022583008
90 259.2181091308594 59.03339385986328
91 166.86032104492188 5.97898006439209
92 154.28863525390625 29.044822692871094
93 38.00453567504883 0.4123769998550415
94 183.62542724609375 13.42288589477539
95 134.04136657714844 56.95405578613281
96 164.0814971923828 64.10554504394531
97 161.73782348632812 16.835346221923828
98 352.13958740234375 -0.8761699795722961
99 249.6966552734375 10.866634368896484
100 223.3464813232422 8.377596855163574
101 49.38617706298828 -0.920412003993988
102 179.2751007080078 42.82008743286133
103 137.68316650390625 40.87403869628906
104 191.94158935546875 50.38125991821289
105 149.83975219726562 4.909408092498779
106 213.80758666992188 11.26966667175293
107 201.3116455078125 -1.3589739799499512
108 179.7126007080078 33.238494873046875
109 220.00372314453125 16.3498592376709
110 205.30804443359375 -0.8875089883804321
111 209.06808471679688 4.29801607131958
112 215.9915313720703 52.012935638427734
113 219.03810119628906 31.574098587036133
114 229.89219665527344 -1.6816580295562744
115 167.15188598632812 50.26128005981445
116 40.03385543823242 -7.871285915374756
117 219.9634246826172 1.5861059427261353
118 0.5908650159835815 15.248492240905762
119 139.2386016845703 -0.17680400609970093
120 191.2094268798828 21.784074783325195
121 181.15255737304688 25.309173583984375
122 238.43789672851562 50.50873565673828
123 200.9074249267578 16.460254669189453
124 152.0895233154297 3.658149003982544
125 164.55435180664062 49.660030364990234
126 174.1821746826172 4.172059059143066
127 232.26768493652344 57.947967529296875
128 231.3639373779297 6.169798851013184
129 182.07069396972656 23.308837890625
130 128.32249450683594 24.980886459350586
131 182.2234344482422 17.00042724609375
132 229.79232788085938 60.7381591796875
133 226.87298583984375 0.120728999376297
134 139.10047912597656 44.15479278564453
135 209.96080017089844 62.949214935302734
136 125.96137237548828 50.60551834106445
137 241.88182067871094 53.117984771728516
138 151.61642456054688 60.512115478515625
139 132.4541015625 27.944103240966797
140 212.26730346679688 54.17325973510742
141 160.18663024902344 29.29134178161621
142 139.20201110839844 23.554027557373047
143 340.6710205078125 -8.124444007873535
144 180.53761291503906 24.933837890625
145 161.33221435546875 53.471675872802734
146 155.2733917236328 29.64190101623535
147 226.4081268310547 45.32976531982422
148 206.56497192382812 3.276602029800415
149 239.95518493652344 53.85033416748047
150 186.64581298828125 6.674434185028076
151 348.32440185546875 -8.377341270446777
152 200.76431274414062 13.328554153442383
153 134.11038208007812 20.693681716918945
154 345.01861572265625 -9.90910530090332
155 176.02679443359375 56.51148223876953
156 183.71739196777344 18.16638946533203
157 120.50518035888672 23.390531539916992
158 337.8521728515625 -8.780332565307617
159 237.8297882080078 30.672176361083984
160 148.68544006347656 27.128747940063477
161 207.3082275390625 24.978530883789062
162 224.33865356445312 26.188671112060547
163 176.91729736328125 44.24740219116211
164 178.2867889404297 65.18150329589844
165 264.338134765625 55.0560302734375
166 168.9843292236328 7.270102024078369
167 179.47650146484375 28.55985450744629
168 15.518210411071777 -10.634970664978027
169 203.7342529296875 32.27985763549805
170 128.22486877441406 43.78681945800781
171 197.99163818359375 1.5882090330123901
172 166.34640502929688 58.20912170410156
173 237.26011657714844 32.30055618286133
174 218.21177673339844 1.9842549562454224
175 146.0456085205078 2.4314539432525635
176 242.76866149902344 9.047123908996582
177 145.80899047851562 25.522916793823242
178 172.5747528076172 16.004838943481445
179 143.66815185546875 6.318222999572754
180 243.29794311523438 12.882159233093262
181 237.65760803222656 27.26959228515625
182 137.50489807128906 19.031513214111328
183 195.99124145507812 50.11064529418945
184 133.43186950683594 5.65984582901001
185 167.40713500976562 55.30554962158203
186 171.41160583496094 40.08065414428711
187 115.65190887451172 23.522737503051758
188 231.3511962890625 3.5963220596313477
189 249.1205291748047 24.31260108947754
190 8.95218276977539 0.8201490044593811
191 175.73263549804688 9.595162391662598
192 236.35186767578125 19.172985076904297
193 227.58255004882812 18.670202255249023
194 172.44049072265625 62.3427619934082
195 189.9268798828125 27.92706871032715
196 124.69157409667969 29.640094757080078
197 225.5940704345703 20.120637893676758
198 198.94830322265625 35.721683502197266
199 125.91036987304688 59.44682693481445
200 224.59803771972656 44.395809173583984
201 219.98394775390625 53.64899444580078
202 199.3007354736328 27.472183227539062
203 146.56153869628906 39.77021789550781
204 40.48813247680664 0.11765699833631516
205 145.6436309814453 32.34324645996094
206 148.38719177246094 36.431312561035156
207 186.83029174804688 35.14420700073242
208 186.9041748046875 27.367847442626953
209 149.57395935058594 24.92093849182129
210 172.27015686035156 16.641212463378906
211 39.411155700683594 -0.5586490035057068
212 237.64483642578125 43.067848205566406
213 156.66123962402344 45.104705810546875
214 177.3715057373047 47.74142074584961
215 244.6402130126953 44.4338493347168
216 164.2991943359375 58.33085250854492
217 146.39712524414062 45.51731872558594
218 208.7554473876953 1.8466240167617798
219 180.01292419433594 8.123944282531738
220 121.407470703125 34.26739501953125
221 235.61134338378906 21.42639923095703
222 241.81094360351562 21.600629806518555
223 139.2293243408203 15.515021324157715
224 169.59674072265625 9.084705352783203
225 206.70497131347656 46.652591705322266
226 246.4695281982422 14.69329833984375
227 3.563843011856079 13.744794845581055
228 112.6878890991211 36.57527160644531
229 23.912641525268555 22.912750244140625
230 140.7517852783203 35.9694709777832
231 159.41505432128906 50.25159454345703
232 140.1678466796875 28.10466194152832
233 135.42262268066406 2.9294989109039307
234 151.7864532470703 4.150702953338623
235 128.66714477539062 40.41719055175781
236 192.1789093017578 53.247100830078125
237 139.2332763671875 16.459735870361328
238 260.4248046875 28.639169692993164
239 153.10287475585938 5.927975177764893
240 141.78173828125 49.867530822753906
241 131.6043701171875 56.4373893737793
242 170.76385498046875 17.755006790161133
243 147.55856323242188 58.02682113647461
244 150.19540405273438 28.165184020996094
245 152.9707794189453 54.701786041259766
246 148.2185516357422 11.372442245483398
247 30.02630615234375 -0.6193879842758179
248 220.7071075439453 64.20817565917969
249 224.58848571777344 55.898799896240234
250 188.54100036621094 54.82406997680664
251 172.6716766357422 26.389604568481445
252 191.51873779296875 -0.9477900266647339
253 119.19556427001953 38.11869812011719
254 141.96409606933594 15.961995124816895
255 165.57913208007812 31.299551010131836
256 154.05209350585938 10.842855453491211
257 181.6378173828125 41.42669677734375
258 168.520751953125 21.0069580078125
259 239.73062133789062 12.932029724121094
260 165.1938018798828 39.448368072509766
261 39.447391510009766 -0.40313398838043213
262 146.5625457763672 25.81169319152832
263 222.2361602783203 17.851884841918945
264 231.47265625 28.497289657592773
265 189.15704345703125 29.861913681030273
266 133.86297607421875 51.1525764465332
267 60.66521453857422 -5.372841835021973
268 216.76123046875 -0.22915400564670563
269 161.7727508544922 51.73521423339844
270 224.08726501464844 28.67061424255371
271 139.9901885986328 8.469622611999512
272 227.87367248535156 20.062082290649414
273 203.89041137695312 3.4363420009613037
274 206.96966552734375 44.20973205566406
275 13.699317932128906 -0.9574170112609863
276 155.96226501464844 4.261674880981445
277 165.449462890625 42.5964241027832
278 182.28623962402344 30.70801544189453
279 171.8352813720703 34.776187896728516
280 152.5352325439453 28.155094146728516
281 129.2969512939453 5.529071807861328
282 200.64637756347656 58.69021224975586
283 222.3920440673828 35.4223747253418
284 154.17591857910156 31.9007625579834
285 228.33505249023438 17.731048583984375
286 166.5662384033203 55.45236587524414
287 183.96047973632812 1.0132440328598022
288 247.76597595214844 28.058740615844727
289 133.3253936767578 1.3430750370025635
290 199.0729522705078 64.68234252929688
291 158.5266876220703 25.408733367919922
292 180.01809692382812 8.163840293884277
293 20.747880935668945 15.1964693069458
294 195.95761108398438 63.974403381347656
295 148.09877014160156 44.19310760498047
296 142.18557739257812 23.08216094970703
297 221.01925659179688 34.959808349609375
298 253.2900848388672 21.648883819580078
299 351.0755615234375 0.733473002910614
300 191.39120483398438 2.3019049167633057
301 326.1412658691406 0.5078330039978027
302 256.8052978515625 24.963947296142578
303 21.733110427856445 0.8756899833679199
304 142.6094970703125 38.19756317138672
305 149.66929626464844 9.902667999267578
306 209.01092529296875 54.590938568115234
307 239.72903442382812 54.476707458496094
308 230.3809814453125 44.70490264892578
309 43.32820510864258 0.07055500149726868
310 228.4534454345703 7.369576930999756
311 174.17141723632812 -2.4752120971679688
312 211.69476318359375 19.541950225830078
313 137.435546875 45.262115478515625
314 227.797607421875 44.97476577758789
315 208.5823211669922 24.79521942138672
316 174.0355682373047 25.056137084960938
317 144.27845764160156 6.51702880859375
318 128.6976318359375 52.3938102722168
319 237.38943481445312 0.7923660278320312
320 201.107421875 12.404112815856934
321 198.12301635742188 39.20320510864258
322 212.8669891357422 50.56950759887695
323 153.97329711914062 26.562227249145508
324 210.1262969970703 13.32293701171875
325 334.0769348144531 -9.486808776855469
326 163.0056610107422 44.23884582519531
327 345.6872863769531 -0.40949198603630066
328 14.407139778137207 14.716506958007812
329 144.4886016845703 24.539215087890625
330 215.17027282714844 6.8498687744140625
331 208.8992156982422 0.7036529779434204
332 187.52960205078125 31.373615264892578
333 187.71572875976562 38.82890319824219
334 134.98980712890625 24.41208267211914
335 135.5384063720703 31.814739227294922
336 215.93719482421875 3.744899034500122
337 151.39352416992188 2.17113995552063
338 189.49008178710938 -0.4746040105819702
339 160.59129333496094 39.74628829956055
340 133.46957397460938 14.504363059997559
341 223.92881774902344 42.83263397216797
342 188.3257598876953 13.790143013000488
343 222.5199432373047 24.116321563720703
344 255.3925323486328 25.810571670532227
345 190.49798583984375 39.5276985168457
346 170.12648010253906 54.74129104614258
347 209.10116577148438 16.273792266845703
348 121.3762435913086 42.80683517456055
349 169.678466796875 31.054838180541992
350 180.7256622314453 9.670663833618164
351 230.2420654296875 29.364091873168945
352 215.50387573242188 7.674699783325195
353 202.747314453125 44.53642654418945
354 151.986083984375 45.88108825683594
355 129.49130249023438 38.62419891357422
356 217.4590301513672 0.053943000733852386
357 170.79226684570312 -0.16148699820041656
358 221.6105499267578 21.549413681030273
359 127.92424774169922 46.32284164428711
360 205.62286376953125 9.746063232421875
361 236.9508056640625 12.954778671264648
362 137.58041381835938 3.171962022781372
363 172.01087951660156 67.99175262451172
364 217.28465270996094 43.05478286743164
365 217.88230895996094 4.059158802032471
366 204.6530303955078 44.245140075683594
367 220.237548828125 5.91602897644043
368 134.19039916992188 61.06206130981445
369 60.624610900878906 -6.279242038726807
370 179.71910095214844 11.856863975524902
371 247.74171447753906 37.12595748901367
372 156.7099609375 1.0884369611740112
373 213.0296173095703 23.494264602661133
374 235.1790771484375 41.63788986206055
375 124.11650848388672 51.5609245300293
376 247.91046142578125 42.31504440307617
377 156.75633239746094 29.830602645874023
378 156.25791931152344 15.623800277709961
379 344.5000915527344 -8.695488929748535
380 151.14297485351562 55.706172943115234
381 121.24089813232422 14.434524536132812
382 27.4902400970459 -10.33446216583252
383 224.57260131835938 45.92081832885742
384 253.19203186035156 37.445655822753906
385 234.7772216796875 32.3509521484375
386 152.40512084960938 7.031432151794434
387 123.3107681274414 7.715487003326416
388 49.956703186035156 -8.25763988494873
389 250.52798461914062 27.07560157775879
390 344.22509765625 -10.596660614013672
391 198.5828399658203 40.38521194458008
392 158.1221160888672 44.10373306274414
393 165.19664001464844 65.93739318847656
394 133.35862731933594 14.711974143981934
395 228.67349243164062 59.64642333984375
396 215.49099731445312 49.3162727355957
397 220.2377166748047 46.21632385253906
398 139.66416931152344 14.190946578979492
399 119.81717681884766 9.461960792541504
400 250.89952087402344 41.751708984375
401 132.17567443847656 2.9407129287719727
402 193.38143920898438 5.351457118988037
403 212.42050170898438 9.27729320526123
404 143.25770568847656 31.74740219116211
405 184.8007354736328 14.667610168457031
406 209.96524047851562 60.47712326049805
407 161.46604919433594 47.21267318725586
408 166.7904510498047 6.70036506652832
409 166.78720092773438 33.799598693847656
410 218.58981323242188 12.569247245788574
411 10.69571590423584 16.173044204711914
412 145.32131958007812 61.839569091796875
413 161.05551147460938 -0.05687899887561798
414 228.05799865722656 24.13030433654785
415 32.462860107421875 -9.79090690612793
416 253.83010864257812 32.711402893066406
417 143.8086395263672 37.361328125
418 140.42825317382812 1.073173999786377
419 192.19107055664062 30.339298248291016
420 157.26316833496094 -0.6334739923477173
421 28.97794532775879 1.1717779636383057
422 139.7403106689453 53.538909912109375
423 186.87115478515625 30.914148330688477
424 164.0924072265625 7.2140631675720215
425 158.60174560546875 49.53915786743164
426 329.18603515625 0.04734300076961517
427 191.91725158691406 3.8215270042419434
428 218.31573486328125 2.678075075149536
429 348.3518981933594 0.5790320038795471
430 210.18753051757812 62.30402374267578
431 126.88445281982422 14.222829818725586
432 152.39517211914062 8.847058296203613
433 15.706718444824219 14.314838409423828
434 174.27330017089844 41.56201934814453
435 216.57789611816406 51.298221588134766
436 230.0343017578125 46.270931243896484
437 240.66026306152344 41.16672897338867
438 156.93914794921875 2.0578129291534424
439 358.4049377441406 0.09290999919176102
440 234.00730895996094 44.965484619140625
441 327.4491882324219 -7.072286128997803
442 206.035888671875 15.356952667236328
443 241.9936981201172 42.22234344482422
444 163.77500915527344 61.90538787841797
445 185.852294921875 25.2020320892334
446 2.739983081817627 1.1698670387268066
447 256.1417236328125 59.20098876953125
448 27.33685874938965 13.803641319274902
449 215.48550415039062 47.42142105102539
450 253.55380249023438 37.584468841552734
451 138.17123413085938 41.89835739135742
452 44.56477737426758 -0.05950700119137764
453 143.54103088378906 42.66244888305664
454 122.68743896484375 47.01237106323242
455 237.23440551757812 40.521034240722656
456 148.5659942626953 6.234982013702393
457 45.789154052734375 -1.2226959466934204
458 172.2820281982422 16.722925186157227
459 45.788150787353516 38.64921951293945
460 28.335084915161133 0.022274000570178032
461 164.8096923828125 29.419382095336914
462 158.66639709472656 46.65424728393555
463 28.039079666137695 -0.9546650052070618
464 235.99452209472656 15.153663635253906
465 187.89158630371094 20.099567413330078
466 112.40438842773438 37.909725189208984
467 227.9871368408203 40.524967193603516
468 163.2523193359375 8.091294288635254
469 141.61546325683594 44.23175048828125
470 132.71119689941406 19.945960998535156
471 313.90814208984375 76.13018035888672
472 164.58331298828125 64.47901153564453
473 141.75057983398438 19.01073455810547
474 120.77430725097656 50.53755569458008
475 127.18330383300781 32.42790985107422
476 169.37374877929688 34.68989562988281
477 127.85850524902344 43.42032241821289
478 197.46424865722656 49.12500762939453
479 127.54379272460938 32.23130798339844
480 133.200439453125 3.267997980117798
481 320.8836364746094 -0.6761900186538696
482 129.7579345703125 5.043300151824951
483 129.54747009277344 38.38663101196289
484 42.52927780151367 0.4237169921398163
485 199.4173583984375 24.686574935913086
486 136.3839569091797 -0.24178199470043182
487 214.7498016357422 4.992302894592285
488 205.42274475097656 46.186195373535156
489 146.27474975585938 -0.7791560292243958
490 3.226555109024048 -1.1440600156784058
491 245.33340454101562 0.22916099429130554
492 195.25360107421875 28.329092025756836
493 177.93991088867188 56.37000274658203
494 146.4569854736328 57.95270919799805
495 119.986572265625 16.421743392944336
496 177.52236938476562 1.6474250555038452
497 120.82818603515625 13.134499549865723
498 224.06591796875 43.66511535644531
499 169.4180908203125 16.48753547668457
500 1.1924430131912231 -0.05378599837422371
501 30.97983741760254 0.027660999447107315
502 230.1158905029297 7.696002960205078
503 141.3090057373047 13.588089942932129
504 232.67660522460938 58.92138671875
505 195.32093811035156 61.85182189941406
506 244.0352325439453 8.127266883850098
507 157.95565795898438 37.1820182800293
508 242.80772399902344 11.811884880065918
509 192.17527770996094 6.713409900665283
510 24.567365646362305 14.075471878051758
511 216.61227416992188 25.1260929107666
512 232.533203125 48.15890884399414
513 178.36459350585938 37.27907943725586
514 220.02647399902344 8.165724754333496
515 246.8474578857422 14.93429183959961
516 196.93495178222656 36.1558952331543
517 33.704593658447266 -0.8447120189666748
518 217.73135375976562 23.116718292236328
519 128.17202758789062 8.659841537475586
520 159.2652130126953 45.681663513183594
521 346.6335754394531 0.7699429988861084
522 215.8072967529297 42.015289306640625
523 117.7577896118164 33.94649887084961
524 189.40130615234375 32.69321823120117
525 172.7405548095703 -1.9274059534072876
526 223.6179656982422 1.5383440256118774
527 262.2633972167969 55.96342468261719
528 242.84353637695312 41.73598861694336
529 138.2933807373047 39.38274002075195
530 121.57688903808594 28.162174224853516
531 148.4389190673828 26.303630828857422
532 127.27088928222656 57.261573791503906
533 161.96949768066406 20.44415855407715
534 246.20582580566406 9.396581649780273
535 158.74603271484375 48.73246383666992
536 146.9390106201172 11.638764381408691
537 238.63938903808594 30.811031341552734
538 155.20762634277344 47.463741302490234
539 213.30615234375 41.53053283691406
540 139.62001037597656 38.629974365234375
541 173.64295959472656 56.769657135009766
542 185.32431030273438 6.293598175048828
543 167.2205047607422 32.0135383605957
544 181.3223114013672 19.27175521850586
545 238.79502868652344 41.16191101074219
546 172.5518341064453 54.735008239746094
547 17.17691421508789 -9.211590766906738
548 150.2321319580078 31.667015075683594
549 187.68821716308594 32.38782501220703
550 202.5948486328125 28.22587776184082
551 203.92245483398438 48.59169006347656
552 178.1722869873047 59.18281173706055
553 172.28158569335938 60.04460906982422
554 172.89077758789062 29.642047882080078
555 123.60795593261719 18.337034225463867
556 213.60546875 36.60956573486328
557 161.12606811523438 5.315915107727051
558 163.97723388671875 37.668853759765625
559 153.690185546875 23.557178497314453
560 196.54664611816406 -0.15914499759674072
561 317.8566589355469 -7.046034812927246
562 211.60345458984375 61.444698333740234
563 34.03858947753906 0.5785660147666931
564 161.82611083984375 13.055168151855469
565 201.68663024902344 15.914270401000977
566 217.8301239013672 52.21172332763672
567 154.82846069335938 10.502506256103516
568 10.451289176940918 15.068340301513672
569 41.64207458496094 -8.42670726776123
570 49.77417755126953 0.7145779728889465
571 190.24197387695312 63.57691955566406
572 347.11785888671875 0.17949099838733673
573 145.24227905273438 55.89029312133789
574 221.57606506347656 60.101890563964844
575 136.87196350097656 55.467899322509766
576 156.1009521484375 25.577898025512695
577 230.41098022460938 56.62797546386719
578 135.2525177001953 36.68842315673828
579 168.57557678222656 63.00080490112305
580 166.44894409179688 24.362079620361328
581 154.66880798339844 26.161670684814453
582 154.07662963867188 1.671260952949524
583 204.32290649414062 27.018640518188477
584 125.20691680908203 56.11640167236328
585 358.3393249511719 -11.028388977050781
586 221.0946502685547 2.8331499099731445
587 19.198528289794922 1.2469860315322876
588 24.578754425048828 13.009586334228516
589 240.13124084472656 25.755081176757812
590 182.42857360839844 32.85147476196289
591 243.47579956054688 44.6913948059082
592 24.79288101196289 -10.339188575744629
593 343.6059265136719 -1.2223620414733887
594 2.4394490718841553 0.22696399688720703
595 137.28753662109375 19.186002731323242
596 238.9373016357422 5.168839931488037
597 127.76068878173828 33.9675407409668
598 249.84918212890625 36.3388786315918
599 37.05687713623047 0.5420240163803101
600 190.65615844726562 19.126930236816406
601 253.7795867919922 32.567604064941406
602 193.27804565429688 13.101364135742188
603 25.001028060913086 -1.2000659704208374
604 127.18800354003906 18.080888748168945
605 5.541477203369141 0.2748109996318817
606 139.0343475341797 0.35203298926353455
607 202.1260528564453 14.00622844696045
608 139.87496948242188 10.881081581115723
609 241.8091278076172 13.108627319335938
610 252.4744110107422 40.28093719482422
611 179.98794555664062 40.68489074707031
612 163.1649932861328 0.7975990176200867
613 211.2288055419922 59.2082405090332
614 321.8139343261719 -6.344927787780762
615 257.9264221191406 29.233007431030273
616 154.63658142089844 26.920236587524414
617 329.7647399902344 -0.9944270253181458
618 186.56809997558594 30.01276969909668
619 190.19810485839844 24.097095489501953
620 124.67095947265625 30.987939834594727
621 204.3278045654297 45.377071380615234
622 201.06101989746094 46.43936538696289
623 237.83473205566406 5.821073055267334
624 40.32647705078125 0.4914030134677887
625 143.32582092285156 67.19036865234375
626 117.93811798095703 41.25996780395508
627 115.5133285522461 33.10478591918945
628 200.90196228027344 28.397268295288086
629 227.38235473632812 41.71864700317383
630 11.000922203063965 14.696025848388672
631 202.36756896972656 49.32422637939453
632 340.1172790527344 -0.6369820237159729
633 162.32366943359375 9.412591934204102
634 169.14906311035156 34.32065963745117
635 122.5597152709961 51.3712043762207
636 200.26646423339844 -2.8406789302825928
637 183.1862030029297 39.71725082397461
638 128.0934600830078 45.71010971069336
639 229.06600952148438 50.452239990234375
640 27.62679672241211 0.7202609777450562
641 48.154052734375 -1.2286380529403687
642 130.05364990234375 35.15311813354492
643 145.41143798828125 27.74969482421875
644 141.46115112304688 38.997589111328125
645 169.7181854248047 22.42869758605957
646 128.88705444335938 12.217974662780762
647 192.94308471679688 43.29159164428711
648 257.8695983886719 30.090553283691406
649 137.03016662597656 37.7624397277832
650 183.1363983154297 11.718868255615234
651 146.78944396972656 47.18051528930664
652 145.41592407226562 35.384796142578125
653 198.42779541015625 30.3775577545166
654 231.69296264648438 14.898143768310547
655 150.57859802246094 69.24918365478516
656 188.52122497558594 4.345775127410889
657 141.9366455078125 12.190065383911133
658 201.63465881347656 3.8577799797058105
659 255.3498992919922 38.860286712646484
660 141.0637664794922 30.80884552001953
661 180.1001739501953 19.52008819580078
662 155.73178100585938 18.795700073242188
663 243.87986755371094 1.0373179912567139
664 132.96310424804688 5.010733127593994
665 242.967041015625 16.240596771240234
666 346.3349304199219 13.265307426452637
667 15.524556159973145 0.19916200637817383
668 161.31141662597656 34.749244689941406
669 241.52590942382812 7.394125938415527
670 231.8867950439453 21.247303009033203
671 150.76138305664062 37.96416473388672
672 130.68887329101562 32.887306213378906
673 220.18899536132812 28.051719665527344
674 236.0235595703125 32.68010330200195
675 148.37815856933594 4.458299160003662
676 158.37222290039062 17.639965057373047
677 213.7689208984375 15.96682071685791
678 168.15089416503906 23.682209014892578
679 196.8242645263672 7.687167167663574
680 204.47833251953125 33.62273406982422
681 204.68516540527344 1.9176779985427856
682 202.6224365234375 49.907623291015625
683 163.97186279296875 9.901312828063965
684 196.8048858642578 44.187347412109375
685 219.75140380859375 5.874704837799072
686 252.9453125 32.996883392333984
687 237.69590759277344 42.012203216552734
688 208.47467041015625 10.833952903747559
689 120.4625244140625 21.024478912353516
690 125.18026733398438 0.3746410012245178
691 151.534912109375 4.954987049102783
692 208.54368591308594 44.12445831298828
693 175.95440673828125 14.000932693481445
694 142.1277313232422 -0.27035799622535706
695 140.16526794433594 45.1747932434082
696 117.406005859375 42.10354232788086
697 188.99610900878906 28.097484588623047
698 234.22311401367188 43.450016021728516
699 120.07971954345703 21.080812454223633
700 166.8240509033203 8.077295303344727
701 139.23646545410156 15.452369689941406
702 341.0754089355469 -1.2034759521484375
703 51.154640197753906 0.7503949999809265
704 175.16372680664062 21.146970748901367
705 247.2608184814453 37.408565521240234
706 242.5322265625 50.04023742675781
707 235.8657684326172 -1.492684006690979
708 201.31564331054688 5.084479808807373
709 156.80899047851562 6.124213218688965
710 162.4517059326172 48.079681396484375
711 136.31944274902344 34.155921936035156
712 343.6376037597656 -8.85589599609375
713 32.34165954589844 -0.9154210090637207
714 160.29330444335938 31.400781631469727
715 210.27842712402344 38.81757736206055
716 139.964111328125 18.775188446044922
717 147.532958984375 23.969085693359375
718 214.42247009277344 11.50191593170166
719 141.76451110839844 13.153949737548828
720 148.03720092773438 12.821921348571777
721 233.00282287597656 20.22722816467285
722 147.89820861816406 17.766618728637695
723 122.52667999267578 27.496238708496094
724 211.55859375 15.510472297668457
725 198.9552764892578 -0.7205590009689331
726 126.4461669921875 18.207944869995117
727 161.26219177246094 44.75518798828125
728 56.01451873779297 0.5741440057754517
729 2.3424830436706543 0.09878499805927277
730 197.01669311523438 29.84107208251953
731 197.24632263183594 29.099594116210938
732 219.50827026367188 0.9725350141525269
733 158.89015197753906 9.455190658569336
734 178.5322723388672 0.18707099556922913
735 139.7457275390625 54.724430084228516
736 123.040283203125 6.146399974822998
737 201.20941162109375 56.6325798034668
738 236.18649291992188 3.2413620948791504
739 138.02288818359375 60.4407958984375
740 234.40602111816406 15.272582054138184
741 240.5087890625 49.98453903198242
742 163.67796325683594 10.72239875793457
743 217.1593017578125 27.239839553833008
744 194.8827667236328 15.478487014770508
745 155.6130828857422 58.51515579223633
746 207.45875549316406 45.036766052246094
747 187.9698944091797 45.512596130371094
748 121.82075500488281 6.088850975036621
749 236.72665405273438 18.913127899169922
750 126.17012786865234 9.570343971252441
751 169.85472106933594 12.258942604064941
752 119.55744934082031 28.2716064453125
753 154.6578369140625 30.373769760131836
754 173.11412048339844 25.152873992919922
755 127.47470092773438 6.700008869171143
756 38.10195541381836 0.643409013748169
757 202.6243438720703 6.396932125091553
758 141.62539672851562 -0.7358450293540955
759 353.740478515625 -0.14776399731636047
760 210.7971649169922 38.9888801574707
761 228.78392028808594 -2.1011219024658203
762 134.1873779296875 26.195735931396484
763 6.048577785491943 -0.7300270199775696
764 223.99261474609375 6.652101993560791
765 137.26885986328125 -0.04292700067162514
766 38.714317321777344 -8.66808795928955
767 122.78118133544922 5.356406211853027
768 358.1854553222656 1.1799509525299072
